,Pers,LS,Lasso,Ridge,LAD,NN,FA-greedy-LAD,FA-fixed-LS,FA-lin-fixed-LS,FA-greedy-LS,FA-fixed-NN,FA-lin-fixed-NN,FA-greedy-NN,FA-lin-greedy-NN,v2FA-lin-fixed-NN,FA-lin-greedy-LS-1,FA-lin-greedy-LS-2,FA-lin-greedy-LS-5,FA-lin-greedy-LS-10,FA-lin-greedy-LS-20,iteration,percentage,v3FA-lin-fixed-NN,v2FA-lin-fixed-LR,v2FA-fixed-LS,v3FA-lin-greedy-LR
0,0.0536901841655019,0.0440077480964414,0.0437501655211905,0.043919050952775,0.0461440565867474,0.0432523793542211,,0.0627439841908458,0.0394012103379389,0.0310334485061369,0.0522744073540313,0.0420567318408861,0.0323390887082653,0.0339484874847587,0.0581006801234234,0.0551884909264155,0.0341132149337664,0.0286038501989206,0.0281111496937638,0.0280797096756694,0,0.005,0.043153441093826,0.0461548820127543,0.0643103763555461,
0,0.0508876591918971,0.0415493854944593,0.0412567794888208,0.0414622805819535,0.0433736933546385,0.041480226235796,,0.0647182088909048,0.0388487113696374,0.0312836477155767,0.0570738491486333,0.0419216402701413,0.0321894927268446,0.0337129413337185,0.0597018211208839,0.0567741994040332,0.0328465838134021,0.0282866772705183,0.0279890084773354,0.0279903087017728,1,0.005,0.0422019137756641,0.0471849441778396,0.0686732790173918,
0,0.0524548388437006,0.0435635136548065,0.0432736232050414,0.0434876116207047,0.0454072714298067,0.0437124210809453,,0.06416972180045,0.0401366600742357,0.0310687602849137,0.0563881614246433,0.042095308815309,0.0322273450626119,0.0338687354663407,0.0612029813729455,0.0564693426545194,0.0346587796027777,0.0287052050866879,0.0277923874961604,0.0277023144873431,2,0.005,0.0439582317998185,0.0462264538948448,0.0674280434022686,
0,0.0491710052976465,0.0402691168501084,0.0399702950130206,0.0401924448607371,0.041877028046611,0.0406908352629266,,0.0595097409132171,0.0397025101263784,0.0316995126346853,0.0540110477505216,0.0424398234135083,0.0326642519491584,0.0342642056794985,0.0571997462450693,0.0576381829254956,0.0353305037777853,0.0285976403793495,0.0284122730770258,0.0283117839216893,3,0.005,0.0410639599851001,0.0434675056890922,0.0605724266586588,
0,0.0590817027205281,0.049475328448055,0.0491368816552778,0.049372634347296,0.0519283570927243,0.0483904911959799,,0.0650311443593641,0.0382433980618949,0.0320999337590593,0.0534758601353658,0.0415643218446669,0.033130661455629,0.0343762730415488,0.0558284265563238,0.0559432635329413,0.0332737111505676,0.0287029166869948,0.0285982904074968,0.0285158601321054,4,0.005,0.0433088156542066,0.046043954550098,0.0667599424791673,
0,0.0695543927554669,0.0595004197938777,0.0590054606431148,0.0593419529455816,0.0626119979597572,0.057124185660227,,,0.0468421049793109,0.0351455188289666,0.0669502881844354,0.0496211887035664,0.0357608189090833,0.0368557647455525,0.0731567937071544,0.0700432307126065,0.0392933422925032,0.0315905404806573,0.0303908314871741,0.0303163937821519,0,0.01,,,,
0,0.0703535995923149,0.060209621303537,0.0596890721109349,0.0600452525412986,0.0634487933704074,0.0583957792778131,,,0.047902511483847,0.0344768089357946,0.0688447016115449,0.0523970359497295,0.0360194335829894,0.0364487378740683,0.0736252327400682,0.0686966485091601,0.0378647430172682,0.0307964754409018,0.0298627806979418,0.0296502701133785,1,0.01,,,,
0,0.0806016966590133,0.0690594261492171,0.0684579475635001,0.0688767497045325,0.0731705376013912,0.0656617123089292,,,0.0467841970889578,0.0341092212252784,0.0655044431806907,0.0500994409316003,0.0348764593392667,0.0359407297960898,0.0727748077175276,0.0690232902091008,0.0373974661633519,0.0310094034817698,0.0296169606691562,0.0295094405917378,2,0.01,,,,
0,0.0604257252438399,0.0514413277016454,0.0509891775807731,0.0513165997977048,0.0537003202732275,0.050456241178692,,,0.047484878004246,0.0365020376259566,0.0693907883537655,0.0512143563101303,0.0370632389535601,0.0364780404622309,0.0716161761387815,0.0711528277869537,0.0389471022077747,0.031505155007476,0.0305117652875773,0.0301590818709536,3,0.01,,,,
0,0.0728631529613242,0.0621929148200412,0.0616612366377066,0.0620293651619869,0.0655947374545402,0.0598051205235652,,,0.0470151413133784,0.0353779139704782,0.0657392217121194,0.0525581529260082,0.0362548723231077,0.0363438361255301,0.0724886243890967,0.0717331312856862,0.039339415660646,0.0311205959441404,0.0299931701067312,0.0295326265468257,4,0.01,,,,
0,0.1054451842184303,0.093723130564624,0.0927941673567869,0.0934531874258645,0.0986297217526952,0.0906022020434654,,,0.0717673646458704,0.0502688366102771,0.0817721190495432,0.0810919155756249,0.0502114681439181,0.0511431429593895,0.0860300275194429,0.1117308574535163,0.0709114920230547,0.0526998314037621,0.0416630095464436,0.0412126351558668,0,0.05,,,,
0,0.1138069213902075,0.1020770174022467,0.1011234146355827,0.1017951629675612,0.1071358271201572,0.0975670803601302,,,0.0746410874975434,0.0531910911952499,0.090324622050844,0.0843736332889752,0.0537633643519087,0.0551506337255449,0.0930998828787138,0.1147997309656857,0.0745946083015889,0.056268818732875,0.0445039130453532,0.0435942054938348,1,0.05,,,,
0,0.1175892055620403,0.1049922796327234,0.1039518939949928,0.104687505030088,0.1103845617338196,0.1001743387996669,,,0.0733046363905989,0.0517139671899249,0.0870982855083227,0.0827365647137399,0.0516649119285684,0.0530597657984183,0.093163431086145,0.1154119848460629,0.0747463936776111,0.0551432893651034,0.0439458327750882,0.0431501793961937,2,0.05,,,,
0,0.1198877936960376,0.1070728036089255,0.1060205212094613,0.1067723626138971,0.1126716777590465,0.1016157816912874,,,0.0737679284128779,0.0499687381631738,0.0870937138125056,0.0832143458671318,0.0502953680376099,0.0520058603627917,0.09050490505095,0.1134329629267022,0.0727576410620662,0.0521024813849641,0.0427521924259123,0.0420728400530368,3,0.05,,,,
0,0.0994453474091711,0.0892363429783429,0.0883191130045116,0.0889774382490822,0.0935005436932567,0.084927661769366,,,0.0714733511759228,0.0496972927080476,0.0845600359624927,0.0805482129038808,0.0504553292920569,0.0507644552159897,0.0885832616101069,0.1107488859085096,0.0700884349668094,0.0513915118943721,0.0416344407192791,0.0410819729240889,4,0.05,,,,
0,0.1316823764279445,0.1201080160970966,0.1189773493773211,0.1197761674233903,0.1257317198924841,0.1153344902397684,,,0.0857088779222809,0.0668171049663892,0.0966235478349127,0.0950704138253319,0.0638059222455152,0.0736160142743687,0.0988141583465277,0.1384680344652718,0.1014321495913567,0.0773845160678551,0.0566393805620379,0.0549551172464495,0,0.1,,,,
0,0.1314178291372554,0.1192178224750096,0.1179957818272207,0.1188679887490399,0.124989804850856,0.11328402713963,,,0.0874367850746487,0.0666938193940415,0.0996933475691986,0.0969294134033247,0.0656908308877527,0.0733779931733179,0.1026722148146307,0.1375723552113757,0.0996057949780342,0.0758204014513466,0.0559032345464016,0.0544955183570872,1,0.1,,,,
0,0.132262426814801,0.1206303355819499,0.1195067686951683,0.1203019597547889,0.1261170490541736,0.1162544617749304,,,0.0872109938506144,0.0668016710989983,0.1002516806028542,0.0973917502549468,0.0661796255140759,0.0725336022613797,0.1011320623658119,0.1390228099804804,0.1006042008268069,0.0765167762119017,0.0570692549106467,0.0554247340078531,2,0.1,,,,
0,0.1370384469491169,0.124615125297222,0.1235389807685466,0.12428943929087,0.1304474988535228,0.1183563792114534,,,0.0896993472541727,0.0677229346196962,0.1033943694724298,0.0994126641235193,0.067001128936129,0.0753939736151977,0.1069771910722415,0.1394653084295661,0.10246840983524,0.0773899508174442,0.0578629619998159,0.056774652848882,3,0.1,,,,
0,0.136831649286583,0.1240663516467962,0.1228478745593756,0.1237122997234913,0.1301610028894991,0.1179903082630193,,,0.0881354459750569,0.066142767274396,0.0987215684726507,0.0980812895434442,0.0635627604356691,0.0715914611865047,0.102949398184978,0.1402592107497596,0.1012011998976689,0.0754056117212962,0.0577893750183336,0.0568010239231453,4,0.1,,,,
